unique_id,country,city,airport,phone_number,opening_time,closing_time,main_contact,state
402,Peru,Palcamayo,Oscar Hotel X-ray Zulu Delta Echo Yankee Uniform Romeo Alfa,062-2283,"error: invalid date ""08:00""",Purple,Jody,ACTIVE
403,Philippines,San Miguel,Foxtrot Yankee Delta Hotel Victor Uniform Whiskey November India Charlie Zulu Quebec Mike Juliett Alfa Papa Lima,465-1223,"error: invalid date ""08:00""",Orange,Zahara,ACTIVE
404,Sweden,Vargön,Alfa India Foxtrot Uniform Kilo November Sierra Lima Hotel Bravo Whiskey Echo Quebec Tango Oscar,228-3673,"error: invalid date ""08:00""",Crimson,Xaviera,ACTIVE
405,China,Guanli,November Hotel Lima Tango Zulu Romeo X-ray Victor Mike Foxtrot Oscar Quebec Alfa Whiskey Bravo Yankee Golf Uniform Sierra India,538-5129,"error: invalid date ""08:00""",Red,Sharai,ACTIVE
406,Mongolia,Naran-mandokhu Somon,Uniform Lima Mike Kilo Yankee Sierra Bravo Juliett Charlie Whiskey X-ray Tango Alfa Romeo,162-0413,"error: invalid date ""08:00""",Crimson,Mina,ACTIVE
407,France,Montpellier,Charlie Delta Uniform X-ray Sierra Foxtrot Golf Hotel Lima Bravo Romeo,276-5319,"error: invalid date ""08:00""",Red,Babbie,ACTIVE
408,China,Tonggu,Delta Whiskey Romeo November Foxtrot Charlie Kilo Zulu Yankee Uniform Mike Oscar Hotel Lima Echo,677-5937,"error: invalid date ""08:00""",Aquamarine,Selina,ACTIVE
409,Japan,Abashiri,Mike Uniform Yankee Whiskey Bravo Oscar Quebec Hotel Romeo India Kilo Juliett Foxtrot Alfa Lima Zulu November X-ray,993-0880,"error: invalid date ""08:00""",Green,Danielle,ACTIVE
410,U.S. Virgin Islands,Charlotte Amalie,Charlie Alfa Romeo India Tango Zulu Echo Hotel Oscar Victor Bravo Papa Juliett Sierra Whiskey Delta Yankee,806-0278,"error: invalid date ""08:00""",Teal,Jillayne,ACTIVE
411,Ecuador,Nueva Loja,Bravo Golf Yankee Lima X-ray Tango Echo Zulu Kilo Romeo Quebec Alfa Uniform Oscar Victor Delta,063-4081,"error: invalid date ""08:00""",Turquoise,Erna,ACTIVE
412,China,Shatou,Victor Bravo Alfa Romeo India Whiskey Zulu Delta Tango Golf Echo Juliett Uniform Quebec November X-ray Foxtrot Kilo Mike,506-0932,"error: invalid date ""08:00""",Mauv,Ardath,ACTIVE
413,Greece,Rizómilos,Quebec Lima Kilo Juliett November Romeo Zulu Golf Papa Whiskey Hotel Bravo Charlie India Uniform,929-7478,"error: invalid date ""08:00""",Khaki,Jasmin,ACTIVE
414,Sweden,Forshaga,Alfa Romeo Yankee Oscar India Kilo X-ray Charlie Lima Foxtrot Uniform Papa Bravo Tango Mike Echo Victor November Juliett Delta,406-4446,"error: invalid date ""08:00""",Crimson,Twyla,ACTIVE
415,China,Toubao,Tango Uniform Oscar Zulu Charlie Echo Quebec Yankee Delta Kilo X-ray,209-1483,"error: invalid date ""08:00""",Crimson,Haleigh,ACTIVE
416,China,Hongqiao,Oscar India Tango Golf Bravo Yankee Lima Delta Victor X-ray Mike Whiskey Kilo Uniform Zulu Sierra Echo Charlie,989-0953,"error: invalid date ""08:00""",Yellow,Corilla,ACTIVE
417,Mexico,Lazaro Cardenas,Kilo Bravo Echo Oscar Yankee Golf Alfa Papa Foxtrot Sierra Hotel Quebec Charlie Lima,799-4083,"error: invalid date ""08:00""",Crimson,Faustina,ACTIVE
418,Ukraine,Kuznetsovs’k,Alfa Bravo Echo Zulu Mike Quebec Uniform Romeo Lima Foxtrot Golf Tango Sierra Hotel,496-0345,"error: invalid date ""08:00""",Violet,Philly,ACTIVE
419,Indonesia,Wasior,Golf Alfa Hotel Oscar Uniform Papa Tango Sierra Lima Quebec Foxtrot Victor X-ray Delta Juliett Yankee Charlie,920-9609,"error: invalid date ""08:00""",Aquamarine,Clarette,ACTIVE
420,Russia,Kachkanar,Lima Charlie Foxtrot Delta Quebec India Romeo Papa Mike Uniform Tango November Alfa Victor Echo Sierra,381-6864,"error: invalid date ""08:00""",Purple,Willy,ACTIVE
421,China,Huansheng,Papa Quebec Sierra Golf November X-ray Hotel Mike Zulu Oscar Romeo Delta Charlie Foxtrot Echo India Tango,784-5535,"error: invalid date ""08:00""",Red,Elana,ACTIVE
422,China,Tanxi,Papa Zulu Kilo Echo Golf Charlie Romeo Sierra Juliett November,434-4632,"error: invalid date ""08:00""",Turquoise,Rosaleen,ACTIVE
423,Canada,Kirkland Lake,Delta Golf Bravo Victor Zulu Tango Quebec Charlie Oscar Foxtrot Hotel Papa Mike Uniform India Lima Yankee,576-1379,"error: invalid date ""08:00""",Green,Elena,ACTIVE
424,Russia,Manturovo,Echo Juliett Alfa November Mike X-ray India Quebec Sierra Bravo Romeo Lima Charlie Hotel Foxtrot Uniform Oscar Tango,301-7021,"error: invalid date ""08:00""",Purple,Wendeline,ACTIVE
425,Malaysia,Kuantan,Charlie November Uniform Oscar Echo Papa Golf Tango Sierra Foxtrot Romeo Quebec Bravo X-ray,423-7628,"error: invalid date ""08:00""",Puce,Trista,ACTIVE
426,Russia,Orlovskiy,Hotel Zulu Tango Lima Mike India Victor Sierra November Whiskey,314-1382,"error: invalid date ""08:00""",Puce,Quinta,ACTIVE
427,China,Tangping,Alfa Sierra Zulu Uniform Whiskey Romeo Charlie Kilo Victor Hotel Delta Lima Golf Bravo Papa Yankee Foxtrot Juliett Quebec X-ray,898-9469,"error: invalid date ""08:00""",Green,Mirabella,ACTIVE
428,United States,Columbus,Oscar Zulu Sierra November Quebec Uniform X-ray Kilo Mike Golf Tango Juliett India,434-6369,"error: invalid date ""08:00""",Khaki,Molly,ACTIVE
429,Argentina,Capitán Bermúdez,November Yankee Golf Victor Charlie India Uniform Bravo X-ray Whiskey Delta Juliett Foxtrot,814-8217,"error: invalid date ""08:00""",Puce,Maegan,ACTIVE
430,China,Hongdun,Foxtrot India Tango Mike Charlie Oscar Lima Delta November Papa Victor X-ray Uniform,736-2608,"error: invalid date ""08:00""",Indigo,Ebony,ACTIVE
431,China,Heiiyugou,Uniform Oscar Alfa Zulu Foxtrot Victor India Quebec Tango X-ray November Mike Romeo Kilo Delta Sierra Charlie Juliett Yankee Echo,588-2215,"error: invalid date ""08:00""",Blue,Karee,ACTIVE
432,China,Shaoguan,Zulu Echo X-ray Alfa November Uniform Sierra Victor Whiskey Golf Quebec Foxtrot Tango Oscar Romeo Delta Charlie Papa,202-2532,"error: invalid date ""08:00""",Orange,Adena,ACTIVE
433,Netherlands,Alkmaar,Uniform Oscar Zulu Bravo Sierra Whiskey Tango India Hotel November Foxtrot Juliett Mike Yankee Lima Quebec Romeo Echo,761-3221,"error: invalid date ""08:00""",Turquoise,Modesta,ACTIVE
434,China,Zhetian,Juliett Foxtrot Mike Lima Delta Zulu Uniform Victor Kilo Charlie,076-3285,"error: invalid date ""08:00""",Goldenrod,Rozelle,ACTIVE
435,Brazil,Duque de Caxias,Whiskey Sierra India X-ray Mike Kilo Alfa Hotel November Delta Victor Romeo Yankee Papa Tango Juliett Golf,620-9316,"error: invalid date ""08:00""",Fuscia,Naoma,ACTIVE
436,Indonesia,Bambanglipuro,Tango Bravo X-ray Lima November Oscar Romeo Mike Alfa Papa Whiskey Quebec Sierra Yankee,688-9787,"error: invalid date ""08:00""",Khaki,Rosabella,ACTIVE
437,Philippines,Boliney,Zulu Victor Hotel Alfa Papa Whiskey Golf Yankee November Bravo,126-9370,"error: invalid date ""08:00""",Red,Sylvia,ACTIVE
438,Indonesia,Mulyorejo,Foxtrot Yankee Hotel Juliett Romeo India Whiskey Tango Kilo Uniform Oscar Delta Quebec,095-7902,"error: invalid date ""08:00""",Blue,Danna,ACTIVE
439,Sweden,Stockholm,Alfa Juliett Sierra Yankee Romeo India Mike November Bravo Uniform Oscar Foxtrot X-ray Kilo Tango Charlie Golf Zulu,004-1845,"error: invalid date ""08:00""",Goldenrod,Sonya,ACTIVE
440,China,Zhanjia,Mike Yankee Uniform Victor Whiskey Sierra India X-ray Papa Alfa Juliett Quebec Romeo,507-4491,"error: invalid date ""08:00""",Puce,Marthe,ACTIVE
441,Colombia,Cubará,Romeo Charlie Bravo November Lima Papa Alfa Oscar Mike Sierra Tango Echo Juliett,568-0384,"error: invalid date ""08:00""",Khaki,Mirabel,ACTIVE
442,China,Huikou,Quebec Uniform Lima Victor Yankee Bravo Charlie Foxtrot Whiskey Delta Hotel Romeo Kilo Echo Papa India Golf,761-2269,"error: invalid date ""08:00""",Goldenrod,Rosabel,ACTIVE
443,Tunisia,Al Marsá,Tango Echo Whiskey Papa Kilo India Lima Yankee Quebec Oscar Alfa Zulu X-ray Uniform,539-1889,"error: invalid date ""08:00""",Teal,Tabitha,ACTIVE
444,Ukraine,Kolodenka,November Whiskey Yankee Oscar Papa Delta Sierra Romeo Foxtrot India Uniform Mike Quebec Kilo,864-2653,"error: invalid date ""08:00""",Crimson,Jerrilyn,ACTIVE
445,Brazil,Bambuí,X-ray Uniform Victor Mike Alfa Bravo Zulu Kilo Juliett Echo,345-4208,"error: invalid date ""08:00""",Pink,Edin,ACTIVE
446,Brazil,Itajaí,Yankee Papa X-ray Victor Golf Juliett Hotel Uniform Bravo Kilo,403-4013,"error: invalid date ""08:00""",Goldenrod,Flossy,ACTIVE
447,Namibia,Opuwo,Sierra Whiskey Golf Kilo Foxtrot Mike Lima Juliett Alfa Romeo Yankee Victor,916-8827,"error: invalid date ""08:00""",Aquamarine,Ardath,ACTIVE
448,China,Baise City,Hotel Echo Yankee Oscar X-ray Romeo Victor Uniform Kilo Whiskey,856-4098,"error: invalid date ""08:00""",Maroon,Beulah,ACTIVE
449,Ethiopia,Gelemso,Lima Charlie Delta November Uniform Tango Oscar X-ray Zulu Whiskey Victor Sierra Romeo Kilo Quebec Foxtrot Alfa Papa India Golf,772-8924,"error: invalid date ""08:00""",Crimson,Elizabeth,ACTIVE
450,Indonesia,Maliiha,Alfa Tango Papa India Charlie X-ray Romeo Victor Quebec Mike Bravo Oscar Sierra Kilo Juliett,194-0424,"error: invalid date ""08:00""",Pink,Elfreda,ACTIVE
451,Ukraine,Nemyriv,Bravo Hotel Sierra Quebec Whiskey Papa Golf Foxtrot November Lima Charlie X-ray Uniform Romeo Kilo India Delta Yankee,055-6533,"error: invalid date ""08:00""",Purple,Isa,ACTIVE
452,Finland,Kauniainen,X-ray India Hotel Mike Foxtrot Bravo Echo Tango November Juliett Golf,678-9214,"error: invalid date ""08:00""",Khaki,Neile,ACTIVE
453,China,Sangmu,Romeo Whiskey Golf Tango Foxtrot Uniform Hotel Delta X-ray Mike Kilo Papa Sierra Charlie,562-1641,"error: invalid date ""08:00""",Purple,Sheba,ACTIVE
454,Indonesia,Pulaukijang,Delta Sierra Romeo Oscar Echo Yankee X-ray Alfa Quebec Lima Uniform Papa Golf Foxtrot November India Mike Kilo Charlie,233-2236,"error: invalid date ""08:00""",Maroon,Greta,ACTIVE
455,Finland,Särkisalo,Uniform November Mike Lima Hotel Foxtrot X-ray Romeo Echo Bravo Yankee Kilo Quebec,630-7224,"error: invalid date ""08:00""",Indigo,Fernandina,ACTIVE
456,Israel,Gedera,Sierra Whiskey Charlie Papa Yankee Romeo Lima Golf Victor Kilo X-ray November Alfa Foxtrot Zulu,530-8885,"error: invalid date ""08:00""",Indigo,Kelsy,ACTIVE
457,China,Beixin,Kilo X-ray India Whiskey Zulu Yankee Romeo November Charlie Juliett Victor Lima Quebec Tango Sierra Delta Oscar Golf,299-0267,"error: invalid date ""08:00""",Fuscia,Pansie,ACTIVE
458,Japan,Aisai,Echo Zulu Golf Tango November Foxtrot Whiskey Alfa Quebec Papa India Yankee Mike,375-3859,"error: invalid date ""08:00""",Fuscia,Sidonia,ACTIVE
459,Jordan,Malkā,Alfa Kilo Sierra Hotel Victor Tango Oscar November Whiskey Uniform X-ray,899-3891,"error: invalid date ""08:00""",Mauv,Viole,ACTIVE
460,Nigeria,Dutsin Ma,Papa Yankee Charlie India Bravo Quebec November Oscar Sierra Zulu Alfa Foxtrot Hotel Victor Uniform Lima Delta,554-7277,"error: invalid date ""08:00""",Violet,Danette,ACTIVE
461,China,Jinzhou,Victor November Uniform Quebec Whiskey Kilo Zulu Mike Juliett Bravo X-ray Oscar Delta Papa,300-9354,"error: invalid date ""08:00""",Violet,Emili,ACTIVE
462,Sweden,Ystad,Juliett Foxtrot Papa November Uniform Whiskey Hotel Golf Delta Kilo Bravo Alfa Tango X-ray Mike India,320-6553,"error: invalid date ""08:00""",Green,Cam,ACTIVE
463,Bulgaria,Chelopech,Golf Tango Sierra Whiskey Mike Delta Echo Uniform Romeo Papa X-ray Victor Hotel India Alfa Juliett Bravo,893-9503,"error: invalid date ""08:00""",Red,Ellynn,ACTIVE
464,Portugal,Figueira dos Cavaleiros,Oscar Papa Yankee November Bravo Hotel Romeo Alfa Echo X-ray Whiskey Golf Sierra India Juliett Delta Victor Quebec Uniform Lima,268-2482,"error: invalid date ""08:00""",Purple,Stephenie,ACTIVE
465,South Korea,Hwado,Whiskey India Alfa Oscar Romeo Juliett Uniform Sierra Kilo Charlie X-ray Mike Zulu November Golf,908-3175,"error: invalid date ""08:00""",Crimson,Isobel,ACTIVE
466,China,Zhongtong,Tango Foxtrot Papa Delta Echo India Romeo Alfa X-ray Sierra Golf November Uniform Mike Lima Quebec Kilo,300-1111,"error: invalid date ""08:00""",Indigo,Lil,ACTIVE
467,Portugal,Tojeira,Whiskey Uniform Zulu Sierra Papa Alfa Hotel India Oscar Foxtrot Victor,709-8717,"error: invalid date ""08:00""",Mauv,Deny,ACTIVE
468,France,Autun,India X-ray Whiskey Golf Juliett Alfa Bravo Mike Foxtrot Oscar Uniform Quebec Victor Delta Echo Yankee Tango Sierra,154-7446,"error: invalid date ""08:00""",Mauv,Chandra,ACTIVE
469,Poland,Żychlin,X-ray Tango Victor Yankee Alfa Kilo Papa Sierra Foxtrot Romeo Lima Charlie Zulu Mike Echo,557-3082,"error: invalid date ""08:00""",Fuscia,Jacqueline,ACTIVE
470,Indonesia,Sendangagung,India Romeo Papa X-ray Oscar Hotel Uniform Whiskey Echo Kilo Golf Sierra Zulu Yankee Victor Charlie,050-7484,"error: invalid date ""08:00""",Pink,Shelba,ACTIVE
471,China,Liudu,Echo November Alfa Mike Uniform India Golf Kilo Yankee X-ray Charlie Juliett,616-8656,"error: invalid date ""08:00""",Pink,Corly,ACTIVE
472,Czech Republic,Vojkovice,India Tango Juliett Delta Hotel Lima Uniform Echo Romeo Yankee Whiskey Oscar November Alfa Golf Sierra Mike Foxtrot Charlie,974-3710,"error: invalid date ""08:00""",Orange,Ardisj,ACTIVE
473,Venezuela,Chaguaramas,India Romeo Alfa Yankee Papa November Zulu Mike Golf Echo Quebec Charlie Delta Whiskey Victor Oscar Lima Tango,896-0064,"error: invalid date ""08:00""",Violet,Martha,ACTIVE
474,Philippines,Sirib,Whiskey Golf Victor Oscar Uniform Juliett Romeo November Hotel Yankee Bravo Zulu Echo Charlie Lima Tango Quebec,681-8064,"error: invalid date ""08:00""",Khaki,Maddi,ACTIVE
475,China,Xihe,Charlie Lima Quebec Foxtrot Hotel November Oscar Victor Mike Whiskey Bravo Uniform Golf Kilo Papa Juliett Sierra X-ray Yankee,545-8051,"error: invalid date ""08:00""",Purple,Tildie,ACTIVE
476,Russia,Rudnya,India Romeo Tango Golf Echo Papa Juliett Kilo Yankee Uniform,868-2268,"error: invalid date ""08:00""",Red,Claretta,ACTIVE
477,Malta,Imsida,Alfa Juliett Lima Hotel X-ray Zulu Mike Kilo Whiskey India Delta Charlie Yankee,368-1050,"error: invalid date ""08:00""",Maroon,Kelli,ACTIVE
478,Indonesia,Tanggung,Quebec Oscar Bravo India Foxtrot Juliett Alfa Mike Lima Zulu Yankee Delta Sierra Golf Whiskey Victor November X-ray Charlie Romeo,678-6396,"error: invalid date ""08:00""",Fuscia,Masha,ACTIVE
479,Palau,Koror,Zulu Quebec Whiskey Alfa Lima Bravo Yankee Papa Echo Uniform Romeo Kilo Hotel Golf Delta,613-3590,"error: invalid date ""08:00""",Turquoise,Nanine,ACTIVE
480,China,Jiucaigou,Alfa Yankee Uniform November Tango Victor Bravo Echo India Delta Kilo Oscar Lima Zulu,960-8718,"error: invalid date ""08:00""",Purple,Bibbye,ACTIVE
481,Syria,Sulūk,Whiskey Golf Quebec Uniform Alfa Tango November Victor Charlie X-ray Yankee Zulu,035-6225,"error: invalid date ""08:00""",Fuscia,Fiorenze,ACTIVE
482,Brazil,Guarujá,Bravo Yankee Charlie Kilo Alfa Juliett Romeo November Uniform X-ray,155-2251,"error: invalid date ""08:00""",Yellow,Luelle,ACTIVE
483,China,Fengqiao,Yankee Uniform Mike Kilo Bravo Papa Victor India Foxtrot Oscar Hotel,046-4235,"error: invalid date ""08:00""",Violet,Maureen,ACTIVE
484,China,Dongfeng,Uniform India Papa Mike Victor Alfa Yankee Delta Juliett Tango Hotel Bravo Charlie Golf Whiskey Echo,133-8970,"error: invalid date ""08:00""",Teal,Alyce,ACTIVE
485,Comoros,Moutsamoudou,Golf Oscar Papa Delta Romeo Lima Zulu Hotel Juliett Whiskey Bravo Tango X-ray Echo Mike Kilo Sierra Uniform,579-6623,"error: invalid date ""08:00""",Blue,Maribel,ACTIVE
486,Argentina,Machagai,Tango India Echo Romeo Charlie November Golf Foxtrot Hotel Uniform Papa Quebec Mike Lima Alfa Zulu,602-0972,"error: invalid date ""08:00""",Turquoise,Dinnie,ACTIVE
487,China,Balbagay,Lima Papa Tango Kilo Zulu Mike Echo Sierra Charlie Foxtrot November Quebec India Bravo Juliett Victor Yankee Golf Whiskey,391-7088,"error: invalid date ""08:00""",Pink,Aimee,ACTIVE
488,Mongolia,Balgatay,Delta Romeo Oscar Uniform X-ray Quebec Alfa Whiskey Juliett Mike Lima Sierra Yankee Victor Zulu,434-5113,"error: invalid date ""08:00""",Goldenrod,Stacy,ACTIVE
489,Philippines,San Miguel,Victor Quebec Golf Tango Mike Charlie Papa Delta November Romeo Lima X-ray Alfa Kilo Juliett Zulu India,149-6098,"error: invalid date ""08:00""",Fuscia,Raf,ACTIVE
490,Indonesia,Blobo,Bravo Alfa India Juliett Sierra X-ray Golf Tango November Quebec Mike Charlie Romeo Victor,129-9508,"error: invalid date ""08:00""",Blue,Ashley,ACTIVE
491,Indonesia,Momanalu,Quebec Papa Uniform Yankee November Oscar Alfa Sierra Zulu Lima Golf Foxtrot Juliett Echo Mike Delta Bravo Charlie,499-4022,"error: invalid date ""08:00""",Green,Coral,ACTIVE
492,Philippines,Haligue,Foxtrot Hotel Oscar Mike Victor X-ray Whiskey Golf Uniform Papa Tango Kilo Quebec,079-2656,"error: invalid date ""08:00""",Violet,Caro,ACTIVE
493,United States,Milwaukee,Hotel Charlie Kilo Delta Mike India Sierra Lima Echo Whiskey Victor,410-4234,"error: invalid date ""08:00""",Crimson,Kitti,ACTIVE
494,Sweden,Uppsala,Echo Juliett Alfa Whiskey Tango Bravo Romeo Uniform Quebec Mike,704-9928,"error: invalid date ""08:00""",Crimson,Jessalin,ACTIVE
495,China,Badaogu,Zulu Victor Mike Bravo Kilo Uniform Juliett Delta Tango Charlie Golf Sierra,283-8932,"error: invalid date ""08:00""",Khaki,Caressa,ACTIVE
496,Sweden,Norrahammar,Oscar Romeo Tango Quebec Hotel Yankee Alfa Delta Golf Echo Bravo November Papa Mike Lima,886-1353,"error: invalid date ""08:00""",Crimson,Aurora,ACTIVE
497,Russia,Mitrofanovka,Mike X-ray Papa Whiskey Foxtrot Tango Uniform Lima November Golf Bravo Sierra Alfa Delta Oscar,860-9628,"error: invalid date ""08:00""",Red,Bamby,ACTIVE
498,Macedonia,Negotino,Whiskey Alfa Victor Lima Echo Hotel Tango Delta Uniform Mike X-ray Juliett Golf India Yankee Foxtrot Zulu,752-0332,"error: invalid date ""08:00""",Khaki,Cathie,ACTIVE
499,China,Suyang,Foxtrot Juliett Echo India Lima Whiskey Uniform Victor Mike Oscar Yankee Delta Tango Hotel,900-5395,"error: invalid date ""08:00""",Yellow,Kylie,ACTIVE
500,China,Xieshui,Foxtrot Hotel Whiskey November Zulu Papa Bravo Sierra Golf Juliett Mike Charlie Lima Tango X-ray India Delta Alfa Uniform Yankee,103-6790,"error: invalid date ""08:00""",Red,Abagael,ACTIVE
501,Ethiopia,Dīla,November Golf Zulu Foxtrot Alfa Bravo Sierra Yankee India Oscar Hotel Mike,751-8760,"error: invalid date ""08:00""",Purple,Paulina,ACTIVE
502,United States,Clearwater,Whiskey Zulu X-ray Oscar Papa Delta Charlie Kilo Quebec Echo Bravo,586-6694,"error: invalid date ""08:00""",Maroon,Cyndia,ACTIVE
503,Czech Republic,Doksy,Quebec Victor X-ray Uniform Bravo Mike Alfa Zulu Hotel India Foxtrot Delta Oscar Lima November,812-1221,"error: invalid date ""08:00""",Aquamarine,Shirlene,ACTIVE
504,China,Honglin,India X-ray Kilo Lima November Juliett Quebec Hotel Romeo Oscar,235-0892,"error: invalid date ""08:00""",Goldenrod,Anna,ACTIVE
505,Philippines,Sabangan,Oscar Mike Zulu Echo Golf November Tango Kilo Papa X-ray Charlie Hotel Whiskey Sierra Foxtrot Lima Victor Romeo Alfa,518-0821,"error: invalid date ""08:00""",Goldenrod,Teddi,ACTIVE
506,Philippines,Tabuc Pontevedra,Oscar Charlie Papa Foxtrot Juliett Tango Hotel Zulu Yankee Kilo Bravo X-ray India,330-4195,"error: invalid date ""08:00""",Aquamarine,Janella,ACTIVE
507,Philippines,Padre Burgos,Victor Quebec Bravo Oscar Echo Golf Delta Kilo Hotel Charlie Lima Papa,382-9155,"error: invalid date ""08:00""",Fuscia,Shirlene,ACTIVE
508,China,Ma’ao,X-ray Tango Uniform Bravo Yankee Romeo Kilo Quebec Hotel Whiskey Juliett Alfa Lima Echo Mike Sierra Golf,872-7147,"error: invalid date ""08:00""",Puce,Hedi,ACTIVE
509,Senegal,Matam,Charlie Hotel Tango Papa Lima November Juliett X-ray Mike Kilo Alfa Whiskey,927-8758,"error: invalid date ""08:00""",Teal,Damara,ACTIVE
510,Indonesia,Kotaagung,Bravo Kilo November Charlie Delta Juliett Tango Whiskey Hotel Mike Golf X-ray Lima Sierra Foxtrot Yankee Uniform Papa Oscar Alfa,630-7763,"error: invalid date ""08:00""",Yellow,Emera,ACTIVE
511,Zimbabwe,Chivhu,Bravo Uniform Tango Oscar X-ray Juliett Mike Papa Kilo Golf Echo India Sierra Quebec Victor Delta Hotel,762-5971,"error: invalid date ""08:00""",Blue,Junette,ACTIVE
512,Poland,Ruda Maleniecka,Lima Juliett Delta Zulu Echo Victor India Uniform Mike Hotel Golf Tango X-ray,153-0323,"error: invalid date ""08:00""",Violet,Linda,ACTIVE
513,China,Zilang,Mike Kilo Tango Papa Whiskey Yankee Quebec Lima Juliett Uniform Romeo Foxtrot India Victor Charlie Zulu,098-2991,"error: invalid date ""08:00""",Aquamarine,Remy,ACTIVE
514,South Korea,Cheongpyeong,Hotel India Tango Delta Foxtrot Papa Lima Mike Uniform Sierra Juliett Charlie Quebec,070-5476,"error: invalid date ""08:00""",Maroon,Ardith,ACTIVE
515,China,Pubu,Yankee Quebec X-ray Whiskey Sierra Golf Charlie Romeo Mike Papa Zulu,073-2123,"error: invalid date ""08:00""",Indigo,Leilah,ACTIVE
516,Mexico,Petrolera,Delta Romeo Tango India Mike Echo Charlie Yankee Bravo Foxtrot Juliett Uniform Papa Lima Oscar Victor November Sierra Whiskey,954-4224,"error: invalid date ""08:00""",Turquoise,Jenni,ACTIVE
517,Philippines,Cawayan,November Alfa Sierra Whiskey Lima Romeo Zulu Echo X-ray India Yankee Victor Tango Golf Uniform,775-9295,"error: invalid date ""08:00""",Yellow,Jackie,ACTIVE
518,China,Yingtou,Sierra Yankee Oscar Bravo Victor Quebec Hotel India Whiskey Echo Papa Foxtrot,551-2182,"error: invalid date ""08:00""",Aquamarine,Fanny,ACTIVE
519,Ukraine,Baryshivka,Papa Quebec Victor Golf X-ray Foxtrot Juliett Hotel India Charlie Alfa,441-1376,"error: invalid date ""08:00""",Orange,Antonella,ACTIVE
520,China,Ha’erlong,Papa Juliett Whiskey Mike Lima Alfa Quebec X-ray Uniform Hotel Tango Victor Sierra Delta Yankee Echo,386-3668,"error: invalid date ""08:00""",Khaki,Henrietta,ACTIVE
521,Vietnam,Nam Đàn,Whiskey Romeo Golf Oscar Echo Mike Quebec Hotel November Alfa Uniform Sierra Charlie Foxtrot X-ray Papa,253-3284,"error: invalid date ""08:00""",Indigo,Katheryn,ACTIVE
522,China,Jiangtou,Mike Golf Whiskey India Juliett Sierra November Oscar Quebec Hotel Charlie Alfa Romeo Tango Kilo Victor Foxtrot Bravo Delta Papa,843-2945,"error: invalid date ""08:00""",Indigo,Kaye,ACTIVE
523,Myanmar,Bhamo,India November Sierra Quebec Mike Tango Uniform Romeo Victor Foxtrot Oscar Juliett Kilo Zulu Charlie,286-3227,"error: invalid date ""08:00""",Maroon,Beilul,ACTIVE
524,Indonesia,Timon,Charlie Bravo India Yankee Papa Alfa Echo Mike Tango Kilo X-ray Hotel November Sierra Lima,508-0044,"error: invalid date ""08:00""",Mauv,Erena,ACTIVE
525,Brazil,Brumado,Romeo Bravo Hotel Lima India Delta Echo X-ray Charlie Quebec Kilo Uniform,212-6474,"error: invalid date ""08:00""",Mauv,Chiquia,ACTIVE
526,Indonesia,Patalan,Bravo Mike November Romeo Uniform Sierra Oscar Alfa Kilo Zulu Golf India Yankee Foxtrot,286-7278,"error: invalid date ""08:00""",Indigo,Aurlie,ACTIVE
527,Chad,Béboto,Kilo India Bravo Golf Quebec Yankee Lima Tango Charlie November Echo Victor X-ray Zulu Juliett Foxtrot Oscar Whiskey Mike Hotel,570-8303,"error: invalid date ""08:00""",Aquamarine,Jesselyn,ACTIVE
528,China,Baojiadian,Juliett Mike Oscar November Alfa Delta Foxtrot India Tango Uniform Charlie Golf Kilo X-ray Papa Quebec Bravo Victor Echo Sierra,341-8934,"error: invalid date ""08:00""",Blue,Renate,ACTIVE
529,Malaysia,Kuala Lumpur,X-ray Hotel Tango Foxtrot Papa India Alfa Zulu Echo Oscar Kilo Mike Juliett Golf,367-1632,"error: invalid date ""08:00""",Khaki,Viole,ACTIVE
530,Peru,Caleta Cruz,Quebec Kilo Victor Romeo November Bravo Whiskey Mike Oscar Echo Delta,806-4245,"error: invalid date ""08:00""",Mauv,Roseanna,ACTIVE
531,China,Diancun,Quebec Charlie Oscar Delta Foxtrot Alfa Bravo Golf Lima Yankee November Victor Sierra Uniform Mike Echo Tango,438-5891,"error: invalid date ""08:00""",Red,Elnore,ACTIVE
532,Cuba,Batabanó,Whiskey Romeo Kilo Echo Uniform Golf Charlie Quebec Yankee Tango,853-8489,"error: invalid date ""08:00""",Turquoise,Janean,ACTIVE
533,China,Liquan Chengguanzhen,Kilo Echo Tango Whiskey Juliett Yankee November Foxtrot Golf India Mike Hotel Oscar Bravo Charlie Lima Romeo Quebec X-ray,337-0163,"error: invalid date ""08:00""",Puce,Rachael,ACTIVE
534,Guinea,Beyla,Charlie Hotel Uniform November Whiskey Victor Tango Juliett Lima Quebec,410-4564,"error: invalid date ""08:00""",Khaki,Ianthe,ACTIVE
535,Indonesia,Bungursari,Romeo Quebec Foxtrot Alfa Tango Bravo November X-ray Zulu Kilo Golf Juliett Uniform Charlie Victor Delta Whiskey India Mike Papa,758-5551,"error: invalid date ""08:00""",Orange,Benny,ACTIVE
536,China,Panzhou,Hotel Romeo Alfa Charlie Lima Oscar India Uniform X-ray November Papa Bravo Victor Whiskey Foxtrot Zulu Delta Kilo Tango Quebec,480-8016,"error: invalid date ""08:00""",Mauv,Hildagarde,ACTIVE
